"Read","Counts","Read Position Start","Read Position End","Read Size (rs)","Mean Read Size (mrs)","mrs/rs"
"SL2.50ch00:10402022-10403589","796","10402022","10403589","1567","1336.01441019","1.17289154073"
"SL2.50ch00:10405120-10406139","115","10405120","10406139","1019","1336.01441019","0.762716324188"
"SL2.50ch00:10410732-10412157","470","10410732","10412157","1425","1336.01441019","1.06660526199"
"SL2.50ch00:10413931-10414420","76","10413931","10414420","489","1336.01441019","0.36601401622"
"SL2.50ch00:10421271-10422036","122","10421271","10422036","765","1336.01441019","0.572598614331"
"SL2.50ch00:10421325-10421900","114","10421325","10421900","575","1336.01441019","0.430384579399"
"SL2.50ch00:10423992-10424622","100","10423992","10424622","630","1336.01441019","0.471551800037"
"SL2.50ch00:10428518-10429766","363","10428518","10429766","1248","1336.01441019","0.934121661027"
"SL2.50ch00:10428560-10429877","361","10428560","10429877","1317","1336.01441019","0.985767810555"
"SL2.50ch00:10431331-10432014","154","10431331","10432014","683","1336.01441019","0.511222030834"
"SL2.50ch00:10438317-10439161","200","10438317","10439161","844","1336.01441019","0.631729713066"
"SL2.50ch00:10476481-10481250","729","10476481","10481250","4769","1336.01441019","3.56957227679"
"SL2.50ch00:10482665-10483675","171","10482665","10483675","1010","1336.01441019","0.755979869901"
"SL2.50ch00:10485707-10487511","534","10485707","10487511","1804","1336.01441019","1.35028483693"
"SL2.50ch00:10502513-10503036","56","10502513","10503036","523","1336.01441019","0.391462843523"
"SL2.50ch00:10508200-10508581","48","10508200","10508581","381","1336.01441019","0.285176564785"
"SL2.50ch00:10512279-10513587","226","10512279","10513587","1308","1336.01441019","0.979031356268"
"SL2.50ch00:10574814-10576035","473","10574814","10576035","1221","1336.01441019","0.913912298168"
"SL2.50ch00:10574843-10576103","473","10574843","10576103","1260","1336.01441019","0.943103600075"
"SL2.50ch00:10577314-10578590","149","10577314","10578590","1276","1336.01441019","0.955079518806"
"SL2.50ch00:10581664-10582341","61","10581664","10582341","677","1336.01441019","0.50673106131"
"SL2.50ch00:10588136-10588834","138","10588136","10588834","698","1336.01441019","0.522449454645"
"SL2.50ch00:10600590-10600921","78","10600590","10600921","331","1336.01441019","0.24775181875"
"SL2.50ch00:10601253-10602032","221","10601253","10602032","779","1336.01441019","0.583077543221"
"SL2.50ch00:10603667-10606248","892","10603667","10606248","2581","1336.01441019","1.93186539031"
"SL2.50ch00:10604061-10606228","858","10604061","10606228","2167","1336.01441019","1.62198849314"
"SL2.50ch00:10607822-10610054","950","10607822","10610054","2232","1336.01441019","1.67064066299"
"SL2.50ch00:10607854-10610082","950","10607854","10610082","2228","1336.01441019","1.66764668331"
"SL2.50ch00:10617025-10618102","846","10617025","10618102","1077","1336.01441019","0.806129029588"
"SL2.50ch00:10617045-10618174","846","10617045","10618174","1129","1336.01441019","0.845050765464"
"SL2.50ch00:10627392-10628351","639","10627392","10628351","959","1336.01441019","0.717806628946"
"SL2.50ch00:10627420-10628331","639","10627420","10628331","911","1336.01441019","0.681878872753"
"SL2.50ch00:10630303-10630941","234","10630303","10630941","638","1336.01441019","0.477539759403"
"SL2.50ch00:10630322-10630895","234","10630322","10630895","573","1336.01441019","0.428887589558"
"SL2.50ch00:10632640-10636737","1529","10632640","10636737","4097","1336.01441019","3.06658369008"
"SL2.50ch00:10632707-10636726","1522","10632707","10636726","4019","1336.01441019","3.00820108627"
"SL2.50ch00:10638493-10640185","1683","10638493","10640185","1692","1336.01441019","1.26645340581"
"SL2.50ch00:10638591-10640187","1683","10638591","10640187","1596","1336.01441019","1.19459789343"
"SL2.50ch00:10642033-10643902","1245","10642033","10643902","1869","1336.01441019","1.39893700678"
"SL2.50ch00:10642037-10643846","1245","10642037","10643846","1809","1336.01441019","1.35402731154"
"SL2.50ch00:10644515-10646026","640","10644515","10646026","1511","1336.01441019","1.13097582517"
"SL2.50ch00:10644516-10645874","632","10644516","10645874","1358","1336.01441019","1.0164561023"
"SL2.50ch00:10651555-10652266","258","10651555","10652266","711","1336.01441019","0.532179888614"
"SL2.50ch00:10651628-10652252","254","10651628","10652252","624","1336.01441019","0.467060830513"
"SL2.50ch00:10653584-10655204","405","10653584","10655204","1620","1336.01441019","1.21256177152"
"SL2.50ch00:10656082-10657809","373","10656082","10657809","1727","1336.01441019","1.29265072804"
"SL2.50ch00:10659682-10660159","112","10659682","10660159","477","1336.01441019","0.357032077171"
"SL2.50ch00:10660575-10661051","71","10660575","10661051","476","1336.01441019","0.356283582251"
"SL2.50ch00:10664093-10664879","1158","10664093","10664879","786","1336.01441019","0.588317007666"
"SL2.50ch00:10665512-10666210","2306","10665512","10666210","698","1336.01441019","0.522449454645"
"SL2.50ch00:10665535-10666163","2306","10665535","10666163","628","1336.01441019","0.470054810196"
"SL2.50ch00:10667197-10669630","8880","10667197","10669630","2433","1336.01441019","1.82108814205"
"SL2.50ch00:10667249-10669624","8847","10667249","10669624","2375","1336.01441019","1.77767543665"
"SL2.50ch00:10672327-10672995","1673","10672327","10672995","668","1336.01441019","0.499994607024"
"SL2.50ch00:10672331-10673001","1673","10672331","10673001","670","1336.01441019","0.501491596865"
"SL2.50ch00:10675576-10676676","2061","10675576","10676676","1100","1336.01441019","0.823344412764"
"SL2.50ch00:10675601-10676553","2050","10675601","10676553","952","1336.01441019","0.712567164501"
"SL2.50ch00:10680500-10686366","22775","10680500","10686366","5866","1336.01441019","4.39067120479"
"SL2.50ch00:10680507-10686395","22775","10680507","10686395","5888","1336.01441019","4.40713809305"
"SL2.50ch00:10687183-10692743","19690","10687183","10692743","5560","1336.01441019","4.16163175906"
"SL2.50ch00:10687194-10692736","19690","10687194","10692736","5542","1336.01441019","4.14815885049"
"SL2.50ch00:10721202-10722706","218","10721202","10722706","1504","1336.01441019","1.12573636072"
"SL2.50ch00:10729266-10730646","707","10729266","10730646","1380","1336.01441019","1.03292299056"
"SL2.50ch00:10729366-10730692","697","10729366","10730692","1326","1336.01441019","0.992504264841"
"SL2.50ch00:10731640-10733467","1049","10731640","10733467","1827","1336.01441019","1.36750022011"
"SL2.50ch00:10735708-10737046","262","10735708","10737046","1338","1336.01441019","1.00148620389"
"SL2.50ch00:10739930-10740261","85","10739930","10740261","331","1336.01441019","0.24775181875"
"SL2.50ch00:10743581-10745195","445","10743581","10745195","1614","1336.01441019","1.208070802"
"SL2.50ch00:10746713-10748833","468","10746713","10748833","2120","1336.01441019","1.58680923187"
"SL2.50ch00:10749908-10750239","33","10749908","10750239","331","1336.01441019","0.24775181875"
"SL2.50ch00:10751930-10752550","134","10751930","10752550","620","1336.01441019","0.464066850831"
"SL2.50ch00:10776616-10777858","282","10776616","10777858","1242","1336.01441019","0.929630691502"
"SL2.50ch00:10778540-10781054","413","10778540","10781054","2514","1336.01441019","1.88171623063"
"SL2.50ch00:10783354-10784036","211","10783354","10784036","682","1336.01441019","0.510473535914"
"SL2.50ch00:10783509-10783913","176","10783509","10783913","404","1336.01441019","0.302391947961"
"SL2.50ch00:10788509-10789242","253","10788509","10789242","733","1336.01441019","0.548646776869"
"SL2.50ch00:10788760-10789164","215","10788760","10789164","404","1336.01441019","0.302391947961"
"SL2.50ch00:10793463-10794063","157","10793463","10794063","600","1336.01441019","0.449096952417"
"SL2.50ch00:10793486-10794207","167","10793486","10794207","721","1336.01441019","0.539664837821"
"SL2.50ch00:10798448-10803540","930","10798448","10803540","5092","1336.01441019","3.81133613618"
"SL2.50ch00:10830646-10832242","772","10830646","10832242","1596","1336.01441019","1.19459789343"
"SL2.50ch00:10830818-10832276","772","10830818","10832276","1458","1336.01441019","1.09130559437"
"SL2.50ch00:10834896-10835805","373","10834896","10835805","909","1336.01441019","0.680381882911"
"SL2.50ch00:10834936-10835789","372","10834936","10835789","853","1336.01441019","0.638466167352"
"SL2.50ch00:10842071-10842585","179","10842071","10842585","514","1336.01441019","0.384726389237"
"SL2.50ch00:10842074-10842575","179","10842074","10842575","501","1336.01441019","0.374995955268"
"SL2.50ch00:10843896-10845227","276","10843896","10845227","1331","1336.01441019","0.996246739444"
"SL2.50ch00:10846170-10847034","403","10846170","10847034","864","1336.01441019","0.64669961148"
"SL2.50ch00:10846224-10847047","403","10846224","10847047","823","1336.01441019","0.616011319731"
"SL2.50ch00:10848807-10849976","302","10848807","10849976","1169","1336.01441019","0.874990562292"
"SL2.50ch00:10854621-10857569","600","10854621","10857569","2948","1336.01441019","2.20656302621"
"SL2.50ch00:10868809-10869190","73","10868809","10869190","381","1336.01441019","0.285176564785"
"SL2.50ch00:10910268-10911385","551","10910268","10911385","1117","1336.01441019","0.836068826416"
"SL2.50ch00:10910370-10911449","550","10910370","10911449","1079","1336.01441019","0.807626019429"
"SL2.50ch00:10914174-10914910","267","10914174","10914910","736","1336.01441019","0.550892261631"
"SL2.50ch00:10914338-10914844","239","10914338","10914844","506","1336.01441019","0.378738429871"
"SL2.50ch00:10917250-10919722","1812","10917250","10919722","2472","1336.01441019","1.85027944396"
"SL2.50ch00:10917261-10919734","1809","10917261","10919734","2473","1336.01441019","1.85102793888"
"SL2.50ch00:10926623-10928866","841","10926623","10928866","2243","1336.01441019","1.67887410712"
"SL2.50ch00:10926626-10929287","909","10926626","10929287","2661","1336.01441019","1.99174498397"
"SL2.50ch00:10930953-10933110","633","10930953","10933110","2157","1336.01441019","1.61450354394"
"SL2.50ch00:10931866-10933008","525","10931866","10933008","1142","1336.01441019","0.854781199433"
"SL2.50ch00:10936035-10937735","374","10936035","10937735","1700","1336.01441019","1.27244136518"
"SL2.50ch00:10940054-10943891","898","10940054","10943891","3837","1336.01441019","2.8719750107"
"SL2.50ch00:10945399-10946478","193","10945399","10946478","1079","1336.01441019","0.807626019429"
"SL2.50ch00:10947725-10954068","1000","10947725","10954068","6343","1336.01441019","4.74770328196"
"SL2.50ch00:10956482-10960667","763","10956482","10960667","4185","1336.01441019","3.13245124311"
"SL2.50ch00:10963552-10964142","178","10963552","10964142","590","1336.01441019","0.44161200321"
"SL2.50ch00:10971004-10972145","378","10971004","10972145","1141","1336.01441019","0.854032704512"
"SL2.50ch00:10971048-10972223","358","10971048","10972223","1175","1336.01441019","0.879481531816"
"SL2.50ch00:10985064-10986782","484","10985064","10986782","1718","1336.01441019","1.28591427375"
"SL2.50ch00:10985073-10986834","484","10985073","10986834","1761","1336.01441019","1.31809955534"
"SL2.50ch00:10990687-10995808","1137","10990687","10995808","5121","1336.01441019","3.83304248888"
"SL2.50ch00:10998618-11000310","524","10998618","11000310","1692","1336.01441019","1.26645340581"
"SL2.50ch00:11005052-11006987","672","11005052","11006987","1935","1336.01441019","1.44833767154"
"SL2.50ch00:11007680-11008269","136","11007680","11008269","589","1336.01441019","0.440863508289"
"SL2.50ch00:11012514-11012895","82","11012514","11012895","381","1336.01441019","0.285176564785"
"SL2.50ch00:11031644-11031975","40","11031644","11031975","331","1336.01441019","0.24775181875"
"SL2.50ch00:11055079-11077480","71223","11055079","11077480","22401","1336.01441019","16.7670347185"
"SL2.50ch00:11055103-11077486","71223","11055103","11077486","22383","1336.01441019","16.7535618099"
"SL2.50ch00:11141761-11146375","741","11141761","11146375","4614","1336.01441019","3.45355556408"
"SL2.50ch00:11147031-11148450","233","11147031","11148450","1419","1336.01441019","1.06211429247"
"SL2.50ch00:11147056-11148474","233","11147056","11148474","1418","1336.01441019","1.06136579754"
"SL2.50ch00:11156005-11156811","154","11156005","11156811","806","1336.01441019","0.60328690608"
"SL2.50ch00:11182413-11182990","202","11182413","11182990","577","1336.01441019","0.431881569241"
"SL2.50ch00:11182455-11182963","196","11182455","11182963","508","1336.01441019","0.380235419713"
"SL2.50ch00:11184554-11185987","407","11184554","11185987","1433","1336.01441019","1.07259322136"
"SL2.50ch00:11184559-11185963","407","11184559","11185963","1404","1336.01441019","1.05088686865"
"SL2.50ch00:11239943-11240920","189","11239943","11240920","977","1336.01441019","0.731279537518"
"SL2.50ch00:11242538-11243692","230","11242538","11243692","1154","1336.01441019","0.863763138481"
"SL2.50ch00:11244917-11246524","311","11244917","11246524","1607","1336.01441019","1.20283133756"
"SL2.50ch00:11251418-11254505","598","11251418","11254505","3087","1336.01441019","2.31060382018"
"SL2.50ch00:11251473-11254521","588","11251473","11254521","3048","1336.01441019","2.28141251828"
"SL2.50ch00:11256077-11257931","293","11256077","11257931","1854","1336.01441019","1.38770958297"
"SL2.50ch00:11293074-11293554","138","11293074","11293554","480","1336.01441019","0.359277561933"
"SL2.50ch00:11295501-11296038","120","11295501","11296038","537","1336.01441019","0.401941772413"
"SL2.50ch00:11297430-11297761","51","11297430","11297761","331","1336.01441019","0.24775181875"
"SL2.50ch00:11301434-11301838","116","11301434","11301838","404","1336.01441019","0.302391947961"
"SL2.50ch00:11301523-11301854","105","11301523","11301854","331","1336.01441019","0.24775181875"
"SL2.50ch00:11308046-11308427","112","11308046","11308427","381","1336.01441019","0.285176564785"
"SL2.50ch00:11310727-11313687","1174","11310727","11313687","2960","1336.01441019","2.21554496526"
"SL2.50ch00:11310886-11313674","1163","11310886","11313674","2788","1336.01441019","2.0868038389"
"SL2.50ch00:11314410-11315883","710","11314410","11315883","1473","1336.01441019","1.10253301818"
"SL2.50ch00:11314447-11315959","710","11314447","11315959","1512","1336.01441019","1.13172432009"
"SL2.50ch00:11317036-11318741","453","11317036","11318741","1705","1336.01441019","1.27618383978"
"SL2.50ch00:11321826-11325870","598","11321826","11325870","4044","1336.01441019","3.02691345929"
"SL2.50ch00:11326911-11336372","1568","11326911","11336372","9461","1336.01441019","7.08151044469"
"SL2.50ch00:11337261-11343309","1116","11337261","11343309","6048","1336.01441019","4.52689728036"
"SL2.50ch00:11344369-11345115","165","11344369","11345115","746","1336.01441019","0.558377210838"
"SL2.50ch00:11362846-11363749","358","11362846","11363749","903","1336.01441019","0.675890913387"
"SL2.50ch00:11362909-11363764","351","11362909","11363764","855","1336.01441019","0.639963157194"
"SL2.50ch00:11369358-11374033","965","11369358","11374033","4675","1336.01441019","3.49921375425"
"SL2.50ch00:11377464-11379406","593","11377464","11379406","1942","1336.01441019","1.45357713599"
"SL2.50ch00:11377992-11379414","499","11377992","11379414","1422","1336.01441019","1.06435977723"
"SL2.50ch00:11396268-11398033","608","11396268","11398033","1765","1336.01441019","1.32109353503"
"SL2.50ch00:11396281-11398063","606","11396281","11398063","1782","1336.01441019","1.33381794868"
"SL2.50ch00:11398844-11404525","1473","11398844","11404525","5681","1336.01441019","4.25219964446"
"SL2.50ch00:11411131-11412638","482","11411131","11412638","1507","1336.01441019","1.12798184549"
"SL2.50ch00:11411210-11412550","476","11411210","11412550","1340","1336.01441019","1.00298319373"
"SL2.50ch00:11435021-11435402","82","11435021","11435402","381","1336.01441019","0.285176564785"
"SL2.50ch00:11443840-11444538","134","11443840","11444538","698","1336.01441019","0.522449454645"
"SL2.50ch00:11479280-11479661","42","11479280","11479661","381","1336.01441019","0.285176564785"
"SL2.50ch00:11490693-11491596","199","11490693","11491596","903","1336.01441019","0.675890913387"
"SL2.50ch00:11492825-11494397","234","11492825","11494397","1572","1336.01441019","1.17663401533"
"SL2.50ch00:11495640-11497102","233","11495640","11497102","1462","1336.01441019","1.09429957406"
"SL2.50ch00:11499381-11501263","400","11499381","11501263","1882","1336.01441019","1.40866744075"
"SL2.50ch00:11501876-11503245","416","11501876","11503245","1369","1336.01441019","1.02468954643"
"SL2.50ch00:11501908-11503138","414","11501908","11503138","1230","1336.01441019","0.920648752454"
"SL2.50ch00:11504375-11505179","268","11504375","11505179","804","1336.01441019","0.601789916238"
"SL2.50ch00:11504386-11505193","265","11504386","11505193","807","1336.01441019","0.604035401"
"SL2.50ch00:11510384-11512323","545","11510384","11512323","1939","1336.01441019","1.45133165123"
"SL2.50ch00:11516613-11517616","289","11516613","11517616","1003","1336.01441019","0.750740405456"
"SL2.50ch00:11516614-11517613","289","11516614","11517613","999","1336.01441019","0.747746425774"
"SL2.50ch00:11520028-11520796","140","11520028","11520796","768","1336.01441019","0.574844099093"
"SL2.50ch00:11531048-11531810","156","11531048","11531810","762","1336.01441019","0.570353129569"
"SL2.50ch00:11534129-11548181","5153","11534129","11548181","14052","1336.01441019","10.5178506256"
"SL2.50ch00:11565499-11566054","104","11565499","11566054","555","1336.01441019","0.415414680985"
"SL2.50ch00:11576949-11583147","1519","11576949","11583147","6198","1336.01441019","4.63917151846"
"SL2.50ch00:11650849-11651285","82","11650849","11651285","436","1336.01441019","0.326343785423"
"SL2.50ch00:11655343-11656870","1168","11655343","11656870","1527","1336.01441019","1.1429517439"
"SL2.50ch00:11655363-11656901","1168","11655363","11656901","1538","1336.01441019","1.15118518803"
"SL2.50ch00:11658373-11659357","329","11658373","11659357","984","1336.01441019","0.736519001963"
"SL2.50ch00:11658413-11659410","329","11658413","11659410","997","1336.01441019","0.746249435932"
"SL2.50ch00:11685738-11686901","399","11685738","11686901","1163","1336.01441019","0.870499592768"
"SL2.50ch00:11687500-11689613","548","11687500","11689613","2113","1336.01441019","1.58156976743"
"SL2.50ch00:11687565-11689537","548","11687565","11689537","1972","1336.01441019","1.47603198361"
"SL2.50ch00:11690472-11694305","865","11690472","11694305","3833","1336.01441019","2.86898103102"
"SL2.50ch00:11695255-11695660","158","11695255","11695660","405","1336.01441019","0.303140442881"
"SL2.50ch00:11697545-11698487","342","11697545","11698487","942","1336.01441019","0.705082215294"
"SL2.50ch00:11736257-11738084","1088","11736257","11738084","1827","1336.01441019","1.36750022011"
"SL2.50ch00:11736295-11738062","1088","11736295","11738062","1767","1336.01441019","1.32259052487"
"SL2.50ch00:11773888-11775696","5206","11773888","11775696","1808","1336.01441019","1.35327881662"
"SL2.50ch00:11773931-11775731","5180","11773931","11775731","1800","1336.01441019","1.34729085725"
"SL2.50ch00:11777402-11778481","3185","11777402","11778481","1079","1336.01441019","0.807626019429"
"SL2.50ch00:11777453-11778470","3071","11777453","11778470","1017","1336.01441019","0.761219334346"
"SL2.50ch00:11780895-11782018","2792","11780895","11782018","1123","1336.01441019","0.84055979594"
"SL2.50ch00:11780914-11782081","2778","11780914","11782081","1167","1336.01441019","0.87349357245"
"SL2.50ch00:11782576-11786164","9578","11782576","11786164","3588","1336.01441019","2.68559977545"
"SL2.50ch00:11782593-11786224","9586","11782593","11786224","3631","1336.01441019","2.71778505704"
"SL2.50ch00:11789600-11790182","131","11789600","11790182","582","1336.01441019","0.435624043844"
"SL2.50ch00:11789639-11790399","151","11789639","11790399","760","1336.01441019","0.568856139728"
"SL2.50ch00:11796752-11810419","45212","11796752","11810419","13667","1336.01441019","10.2296800811"
"SL2.50ch00:11798253-11810444","44956","11798253","11810444","12191","1336.01441019","9.12490157819"
"SL2.50ch00:11819282-11819771","108","11819282","11819771","489","1336.01441019","0.36601401622"
"SL2.50ch00:11851636-11852113","119","11851636","11852113","477","1336.01441019","0.357032077171"
"SL2.50ch00:11855496-11855877","52","11855496","11855877","381","1336.01441019","0.285176564785"
"SL2.50ch00:11857574-11857905","92","11857574","11857905","331","1336.01441019","0.24775181875"
"SL2.50ch00:11901425-11901973","88","11901425","11901973","548","1336.01441019","0.410175216541"
"SL2.50ch00:11913173-11913606","67","11913173","11913606","433","1336.01441019","0.324098300661"
"SL2.50ch00:11919657-11919988","20","11919657","11919988","331","1336.01441019","0.24775181875"
"SL2.50ch00:11922194-11922525","48","11922194","11922525","331","1336.01441019","0.24775181875"
"SL2.50ch00:11934769-11935958","272","11934769","11935958","1189","1336.01441019","0.889960460706"
"SL2.50ch00:11944473-11945832","372","11944473","11945832","1359","1336.01441019","1.01720459722"
"SL2.50ch00:11966724-11976904","32408","11966724","11976904","10180","1336.01441019","7.61967829267"
"SL2.50ch00:11966763-11976921","32404","11966763","11976921","10158","1336.01441019","7.60321140441"
"SL2.50ch00:11986901-11987970","467","11986901","11987970","1069","1336.01441019","0.800141070222"
"SL2.50ch00:11986947-11988035","467","11986947","11988035","1088","1336.01441019","0.814362473716"
"SL2.50ch00:11990826-11991727","217","11990826","11991727","901","1336.01441019","0.674393923546"
"SL2.50ch00:11993083-11994663","876","11993083","11994663","1580","1336.01441019","1.1826219747"
"SL2.50ch00:11993108-11994595","876","11993108","11994595","1487","1336.01441019","1.11301194707"
"SL2.50ch00:11996161-11996887","371","11996161","11996887","726","1336.01441019","0.543407312424"
"SL2.50ch00:11996165-11996956","371","11996165","11996956","791","1336.01441019","0.592059482269"
"SL2.50ch00:12005346-12016200","42595","12005346","12016200","10854","1336.01441019","8.12416386922"
"SL2.50ch00:12006247-12016261","42471","12006247","12016261","10014","1336.01441019","7.49542813583"
"SL2.50ch00:12039409-12041187","290","12039409","12041187","1778","1336.01441019","1.33082396899"
"SL2.50ch00:12088095-12089625","326","12088095","12089625","1530","1336.01441019","1.14519722866"
"SL2.50ch00:12090869-12091736","203","12090869","12091736","867","1336.01441019","0.648945096242"
"SL2.50ch00:12128069-12129195","415","12128069","12129195","1126","1336.01441019","0.842805280702"
"SL2.50ch00:12128080-12154019","57832","12128080","12154019","25939","1336.01441019","19.4152097479"
"SL2.50ch00:12129811-12133841","2156","12129811","12133841","4030","1336.01441019","3.0164345304"
"SL2.50ch00:12135070-12154020","54831","12135070","12154020","18950","1336.01441019","14.1839787472"
"SL2.50ch00:12211658-12219923","2739","12211658","12219923","8265","1336.01441019","6.18631051954"
"SL2.50ch00:12212183-12219705","2669","12212183","12219705","7522","1336.01441019","5.63017879346"
"SL2.50ch00:12266042-12266373","30","12266042","12266373","331","1336.01441019","0.24775181875"
"SL2.50ch00:12266855-12282012","49993","12266855","12282012","15157","1336.01441019","11.344937513"
"SL2.50ch00:12266900-12282088","49993","12266900","12282088","15188","1336.01441019","11.3681408555"
"SL2.50ch00:12300631-12302445","455","12300631","12302445","1814","1336.01441019","1.35776978614"
"SL2.50ch00:12301258-12302308","361","12301258","12302308","1050","1336.01441019","0.785919666729"
"SL2.50ch00:12312511-12319827","1105","12312511","12319827","7316","1336.01441019","5.4759888398"
"SL2.50ch00:12322626-12323776","156","12322626","12323776","1150","1336.01441019","0.860769158799"
"SL2.50ch00:12327818-12328740","282","12327818","12328740","922","1336.01441019","0.69011231688"
"SL2.50ch00:12339756-12340219","101","12339756","12340219","463","1336.01441019","0.346553148282"
"SL2.50ch00:12348859-12349873","388","12348859","12349873","1014","1336.01441019","0.758973849584"
"SL2.50ch00:12348900-12349859","379","12348900","12349859","959","1336.01441019","0.717806628946"
"SL2.50ch00:12492800-12501089","2664","12492800","12501089","8289","1336.01441019","6.20427439764"
"SL2.50ch00:12492909-12499238","2396","12492909","12499238","6329","1336.01441019","4.73722435307"
"SL2.50ch00:12499680-12501104","209","12499680","12501104","1424","1336.01441019","1.06585676707"
"SL2.50ch00:12504572-12506066","181","12504572","12506066","1494","1336.01441019","1.11825141152"
"SL2.50ch00:12561321-12561702","92","12561321","12561702","381","1336.01441019","0.285176564785"
"SL2.50ch00:12570057-12572446","474","12570057","12572446","2389","1336.01441019","1.78815436554"
"SL2.50ch00:12643039-12645240","368","12643039","12645240","2201","1336.01441019","1.64743732045"
"SL2.50ch00:12646321-12647655","335","12646321","12647655","1334","1336.01441019","0.998492224206"
"SL2.50ch00:12648597-12648928","55","12648597","12648928","331","1336.01441019","0.24775181875"
"SL2.50ch00:12669261-12669592","33","12669261","12669592","331","1336.01441019","0.24775181875"
"SL2.50ch00:12704257-12704588","14","12704257","12704588","331","1336.01441019","0.24775181875"
"SL2.50ch00:12754371-12754752","89","12754371","12754752","381","1336.01441019","0.285176564785"
"SL2.50ch00:12756548-12757566","447","12756548","12757566","1018","1336.01441019","0.761967829267"
"SL2.50ch00:12756562-12757520","447","12756562","12757520","958","1336.01441019","0.717058134025"
"SL2.50ch00:12758317-12760221","1065","12758317","12760221","1904","1336.01441019","1.425134329"
"SL2.50ch00:12758322-12760244","1065","12758322","12760244","1922","1336.01441019","1.43860723757"
"SL2.50ch00:12772555-12778363","1339","12772555","12778363","5808","1336.01441019","4.34725849939"
"SL2.50ch00:12783643-12784259","91","12783643","12784259","616","1336.01441019","0.461072871148"
"SL2.50ch00:12885083-12890446","1339","12885083","12890446","5363","1336.01441019","4.01417825968"
"SL2.50ch00:12935953-12936381","69","12935953","12936381","428","1336.01441019","0.320355826057"
"SL2.50ch00:12942422-12943337","359","12942422","12943337","915","1336.01441019","0.684872852435"
"SL2.50ch00:12944934-12947743","854","12944934","12947743","2809","1336.01441019","2.10252223223"
"SL2.50ch00:12953378-12958577","11762","12953378","12958577","5199","1336.01441019","3.89142509269"
"SL2.50ch00:12953577-12958707","11756","12953577","12958707","5130","1336.01441019","3.83977894316"
"SL2.50ch00:13043047-13043844","166","13043047","13043844","797","1336.01441019","0.596550451793"
